Tiempo	Setpoint (%)	Error	 Salida (%)	Ley de Control
57.00	0.00	0.00	0.00	0.00
58.00	0.00	0.00	0.00	0.00
59.00	0.00	0.00	0.00	0.00
60.00	0.00	0.00	0.00	0.00
61.00	0.00	0.00	0.00	0.00
62.00	0.00	0.00	0.00	0.00
63.00	0.00	0.00	0.00	0.00
64.00	0.00	0.00	0.00	0.00
65.00	0.00	0.00	0.00	0.00
66.00	0.00	0.00	0.00	0.00
67.00	0.00	0.00	0.00	0.00
68.00	0.00	0.00	0.00	0.00
69.00	0.00	0.00	0.00	0.00
70.00	0.00	0.00	0.00	0.00
71.00	0.00	0.00	0.00	0.00
72.00	0.00	0.00	0.00	0.00
73.00	0.00	0.00	0.00	0.00
74.00	0.00	0.00	0.00	0.00
75.00	0.00	0.00	0.00	0.00
76.00	0.00	0.00	0.00	0.00
77.00	0.00	0.00	0.00	0.00
78.00	0.00	0.00	0.00	0.00
79.00	0.00	0.00	0.00	0.00
80.00	0.00	0.00	0.00	0.00
81.00	0.00	0.00	0.00	0.00
82.00	0.00	0.00	0.00	0.00
83.00	0.00	0.00	0.00	0.00
84.00	0.00	0.00	0.00	0.00
85.00	0.00	0.00	0.00	0.00
86.00	0.00	0.00	0.00	0.00
87.00	0.00	0.00	0.00	0.00
88.00	0.00	0.00	0.00	0.00
89.00	0.00	0.00	0.00	0.00
90.00	0.00	0.00	0.00	0.00
91.00	0.00	0.00	0.00	0.00
92.00	0.00	0.00	0.00	0.00
93.00	0.00	0.00	0.00	0.00
94.00	0.00	0.00	0.00	0.00
95.00	0.00	0.00	0.00	0.00
96.00	0.00	0.00	0.00	0.00
97.00	0.00	0.00	0.00	0.00
98.00	0.00	0.00	0.00	0.00
99.00	0.00	0.00	0.00	0.00
100.00	0.00	0.00	0.00	0.00
101.00	0.00	0.00	0.00	0.00
102.00	0.00	0.00	0.00	0.00
103.00	0.00	0.00	0.00	0.00
104.00	0.00	0.00	0.00	0.00
105.00	0.00	0.00	0.00	0.00
106.00	0.00	0.00	0.00	0.00
107.00	0.00	0.00	0.00	0.00
108.00	0.00	0.00	0.00	0.00
109.00	0.00	0.00	0.00	0.00
110.00	0.00	0.00	0.00	0.00
111.00	0.00	0.00	0.00	0.00
112.00	0.00	0.00	0.00	0.00
113.00	0.00	0.00	0.00	0.00
114.00	0.00	0.00	0.00	0.00
115.00	0.00	0.00	0.00	0.00
116.00	0.00	0.00	0.00	0.00
117.00	0.00	0.00	0.00	0.00
118.00	0.00	0.00	0.00	0.00
119.00	0.00	0.00	0.00	0.00
120.00	0.00	0.00	0.00	0.00
121.00	0.00	0.00	0.00	0.00
122.00	0.00	0.00	0.00	0.00
123.00	0.00	0.00	0.00	0.00
124.00	0.00	0.00	0.00	0.00
125.00	0.00	0.00	0.00	0.00
126.00	0.00	0.00	0.00	0.00
127.00	0.00	0.00	0.00	0.00
128.00	0.00	0.00	0.00	0.00
129.00	0.00	0.00	0.00	0.00
130.00	0.00	0.00	0.00	0.00
131.00	0.00	0.00	0.00	0.00
132.00	0.00	0.00	0.00	0.00
133.00	0.00	0.00	0.00	0.00
134.00	0.00	0.00	0.00	0.00
135.00	0.00	0.00	0.00	0.00
136.00	0.00	0.00	0.00	0.00
137.00	0.00	0.00	0.00	0.00
138.00	0.00	0.00	0.00	0.00
139.00	0.00	0.00	0.00	0.00
140.00	0.00	0.00	0.00	0.00
141.00	0.00	0.00	0.00	0.00
142.00	0.00	0.00	0.00	0.00
143.00	0.00	0.00	0.00	0.00
144.00	0.00	0.00	0.00	0.00
145.00	0.00	0.00	0.00	0.00
146.00	0.00	0.00	0.00	0.00
147.00	0.00	0.00	0.00	0.00
148.00	0.00	0.00	0.00	0.00
149.00	0.00	0.00	0.00	0.00
150.00	0.00	0.00	0.00	0.00
151.00	0.00	0.00	0.00	0.00
152.00	0.00	0.00	0.00	0.00
153.00	0.00	0.00	0.00	0.00
154.00	0.00	0.00	0.00	0.00
155.00	0.00	0.00	0.00	0.00
156.00	0.00	0.00	0.00	0.00
157.00	0.00	0.00	0.00	0.00
158.00	0.00	0.00	0.00	0.00
159.00	0.00	0.00	0.00	0.00
160.00	0.00	0.00	0.00	0.00
161.00	0.00	0.00	0.00	0.00
162.00	0.00	0.00	0.00	0.00
163.00	0.00	0.00	0.00	0.00
164.00	0.00	0.00	0.00	0.00
165.00	0.00	0.00	0.00	0.00
166.00	0.00	0.00	0.00	0.00
167.00	0.00	0.00	0.00	0.00
168.00	0.00	0.00	0.00	0.00
169.00	0.00	0.00	0.00	0.00
170.00	0.00	0.00	0.00	0.00
171.00	0.00	0.00	0.00	0.00
172.00	0.00	0.00	0.00	0.00
173.00	0.00	0.00	0.00	0.00
174.00	0.00	0.00	0.00	0.00
175.00	0.00	0.00	0.00	0.00
176.00	0.00	0.00	0.00	0.00
177.00	0.00	0.00	0.00	0.00
178.00	0.00	0.00	0.00	0.00
179.00	0.00	0.00	0.00	0.00
180.00	0.00	0.00	0.00	0.00
181.00	0.00	0.00	0.00	0.00
182.00	0.00	0.00	0.00	0.00
183.00	0.00	0.00	0.00	0.00
184.00	0.00	0.00	0.00	0.00
185.00	25.00	25.00	0.00	0.00
186.00	25.00	25.00	0.00	10.76
187.00	25.00	20.06	4.94	17.82
188.00	25.00	13.28	11.72	22.76
189.00	25.00	6.31	18.69	25.50
190.00	25.00	0.23	24.77	26.25
191.00	25.00	-4.28	29.28	25.42
192.00	25.00	-6.96	31.96	23.54
193.00	25.00	-7.91	32.91	21.18
194.00	25.00	-7.43	32.43	18.81
195.00	25.00	-5.98	30.98	16.78
196.00	25.00	-4.02	29.02	15.30
197.00	25.00	-1.99	26.99	14.46
198.00	25.00	-0.19	25.19	14.20
199.00	25.00	1.16	23.84	14.41
200.00	25.00	1.98	23.02	14.93
201.00	25.00	2.29	22.71	15.62
202.00	25.00	2.18	22.82	16.31
203.00	25.00	1.78	23.22	16.91
204.00	25.00	1.22	23.78	17.35
205.00	25.00	0.62	24.38	17.61
206.00	25.00	0.09	24.91	17.70
207.00	25.00	-0.31	25.31	17.65
208.00	25.00	-0.56	25.56	17.50
209.00	25.00	-0.66	25.66	17.30
210.00	25.00	-0.64	25.64	17.10
211.00	25.00	-0.53	25.53	16.92
212.00	25.00	-0.37	25.37	16.79
213.00	25.00	-0.19	25.19	16.71
214.00	25.00	-0.04	25.04	16.68
215.00	25.00	0.08	24.92	16.70
216.00	25.00	0.16	24.84	16.74
217.00	25.00	0.19	24.81	16.79
218.00	25.00	0.19	24.81	16.85
219.00	25.00	0.16	24.84	16.90
220.00	25.00	0.11	24.89	16.94
221.00	25.00	0.06	24.94	16.97
222.00	25.00	0.01	24.99	16.98
223.00	25.00	-0.02	25.02	16.98
224.00	25.00	-0.04	25.05	16.96
225.00	25.00	-0.06	25.06	16.95
226.00	25.00	-0.05	25.06	16.93
227.00	25.00	-0.05	25.05	16.92
228.00	25.00	-0.03	25.03	16.90
229.00	25.00	-0.02	25.02	16.90
230.00	25.00	-0.01	25.01	16.89
231.00	25.00	0.01	24.99	16.89
232.00	25.00	0.01	24.99	16.90
233.00	25.00	0.02	24.98	16.90
234.00	25.00	0.02	24.98	16.91
235.00	25.00	0.01	24.99	16.91
236.00	25.00	0.01	24.99	16.91
237.00	25.00	0.01	24.99	16.92
238.00	25.00	0.00	25.00	16.92
239.00	25.00	0.00	25.00	16.92
240.00	25.00	0.00	25.00	16.92
241.00	25.00	0.00	25.00	16.92
242.00	25.00	0.00	25.00	16.91
243.00	25.00	0.00	25.00	16.91
244.00	25.00	0.00	25.00	16.91
245.00	25.00	0.00	25.00	16.91
246.00	25.00	0.00	25.00	16.91
247.00	25.00	0.00	25.00	16.91
248.00	25.00	0.00	25.00	16.91
249.00	25.00	0.00	25.00	16.91
250.00	25.00	0.00	25.00	16.91
251.00	25.00	0.00	25.00	16.91
252.00	25.00	0.00	25.00	16.91
253.00	25.00	0.00	25.00	16.91
254.00	25.00	0.00	25.00	16.91
255.00	25.00	0.00	25.00	16.91
256.00	25.00	0.00	25.00	16.91
257.00	25.00	0.00	25.00	16.91
258.00	25.00	0.00	25.00	16.91
259.00	25.00	0.00	25.00	16.91
260.00	25.00	0.00	25.00	16.91
261.00	25.00	0.00	25.00	16.91
262.00	25.00	0.00	25.00	16.91
263.00	25.00	0.00	25.00	16.91
264.00	25.00	0.00	25.00	16.91
265.00	25.00	0.00	25.00	16.91
266.00	25.00	0.00	25.00	16.91
267.00	25.00	0.00	25.00	16.91
268.00	25.00	0.00	25.00	16.91
269.00	25.00	0.00	25.00	16.91
270.00	25.00	0.00	25.00	16.91
271.00	25.00	0.00	25.00	16.91
272.00	25.00	0.00	25.00	16.91
273.00	25.00	0.00	25.00	16.91
274.00	25.00	0.00	25.00	16.91
275.00	25.00	0.00	25.00	16.91
276.00	25.00	0.00	25.00	16.91
277.00	25.00	0.00	25.00	16.91
278.00	25.00	0.00	25.00	16.91
279.00	25.00	0.00	25.00	16.91
280.00	25.00	0.00	25.00	16.91
281.00	25.00	0.00	25.00	16.91
282.00	25.00	0.00	25.00	16.91
283.00	25.00	0.00	25.00	16.91
284.00	25.00	0.00	25.00	16.91
285.00	25.00	0.00	25.00	16.91
286.00	25.00	0.00	25.00	16.91
287.00	25.00	0.00	25.00	16.91
288.00	25.00	0.00	25.00	16.91
289.00	25.00	0.00	25.00	16.91
290.00	25.00	0.00	25.00	16.91
291.00	25.00	0.00	25.00	16.91
292.00	25.00	0.00	25.00	16.91
293.00	25.00	0.00	25.00	16.91
294.00	25.00	0.00	25.00	16.91
295.00	25.00	0.00	25.00	16.91
296.00	25.00	0.00	25.00	16.91
297.00	25.00	0.00	25.00	16.91
298.00	25.00	0.00	25.00	16.91
299.00	25.00	0.00	25.00	16.91
300.00	25.00	0.00	25.00	16.91
301.00	25.00	0.00	25.00	16.91
302.00	25.00	0.00	25.00	16.91
303.00	25.00	0.00	25.00	16.91
304.00	25.00	0.00	25.00	16.91
305.00	25.00	0.00	25.00	16.91
306.00	25.00	0.00	25.00	16.91
307.00	25.00	0.00	25.00	16.91
308.00	25.00	0.00	25.00	16.91
309.00	25.00	0.00	25.00	16.91
310.00	25.00	0.00	25.00	16.91
311.00	25.00	0.00	25.00	16.91
312.00	25.00	0.00	25.00	16.91
313.00	25.00	0.00	25.00	16.91
314.00	25.00	0.00	25.00	16.91
315.00	25.00	0.00	25.00	16.91
316.00	25.00	0.00	25.00	16.91
317.00	25.00	0.00	25.00	16.91
318.00	25.00	0.00	25.00	16.91
319.00	25.00	0.00	25.00	16.91
320.00	25.00	0.00	25.00	16.91
321.00	25.00	0.00	25.00	16.91
322.00	25.00	0.00	25.00	16.91
323.00	25.00	0.00	25.00	16.91
324.00	25.00	0.00	25.00	16.91
325.00	25.00	0.00	25.00	16.91
326.00	25.00	0.00	25.00	16.91
327.00	25.00	0.00	25.00	16.91
328.00	25.00	0.00	25.00	16.91
329.00	25.00	0.00	25.00	16.91
330.00	25.00	0.00	25.00	16.91
331.00	25.00	0.00	25.00	16.91
332.00	25.00	0.00	25.00	16.91
333.00	25.00	0.00	25.00	16.91
334.00	25.00	0.00	25.00	16.91
335.00	25.00	0.00	25.00	16.91
336.00	25.00	0.00	25.00	16.91
337.00	25.00	0.00	25.00	16.91
338.00	25.00	0.00	25.00	16.91
339.00	25.00	0.00	25.00	16.91
340.00	25.00	0.00	25.00	16.91
341.00	25.00	0.00	25.00	16.91
342.00	25.00	0.00	25.00	16.91
343.00	25.00	0.00	25.00	16.91
344.00	25.00	0.00	25.00	16.91
345.00	25.00	0.00	25.00	16.91
346.00	25.00	0.00	25.00	16.91
347.00	25.00	0.00	25.00	16.91
348.00	25.00	0.00	25.00	16.91
349.00	25.00	0.00	25.00	16.91
350.00	25.00	0.00	25.00	16.91
351.00	25.00	0.00	25.00	16.91
352.00	25.00	0.00	25.00	16.91
353.00	25.00	0.00	25.00	16.91
354.00	25.00	0.00	25.00	16.91
355.00	25.00	0.00	25.00	16.91
356.00	25.00	0.00	25.00	16.91
357.00	25.00	0.00	25.00	16.91
358.00	25.00	0.00	25.00	16.91
359.00	25.00	0.00	25.00	16.91
360.00	25.00	0.00	25.00	16.91
361.00	25.00	0.00	25.00	16.91
362.00	25.00	0.00	25.00	16.91
363.00	25.00	0.00	25.00	16.91
364.00	25.00	0.00	25.00	16.91
365.00	25.00	0.00	25.00	16.91
366.00	25.00	0.00	25.00	16.91
367.00	25.00	0.00	25.00	16.91
368.00	25.00	0.00	25.00	16.91
369.00	25.00	0.00	25.00	16.91
370.00	25.00	0.00	25.00	16.91
